X,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
x90,"54,2","2,766","4,092","6,733","95,7","22,2","16,5",598,"3,136","3,417","9,578","1,872","1,441","6,323","2,219","8,187","9,586",896,"9,874","5,683","9,894","5,991","8,012","4,798","7,195",3,5,3,8,0,6,8,8,8,7,0,5,4,1,2,8,7,4,0,0,2,3,4,6,0
x91,"2,398","4,357","8,524","6,889","3,251","3,018","3,646","2,794","2,673","97,7","15,9","4,937","9,105","6,809","3,606","7,474","10,7","7,158","3,242","7,296",947,"6,141","6,914","6,032","8,861",2,6,8,7,5,8,2,4,5,2,0,1,5,4,5,8,1,1,1,4,5,2,5,7,4
x92,"5,067",327,"6,374","3,976","1,088","7,752","7,353","6,091","5,502","2,595","8,316","2,712","7,881","7,349","1,413","4,146","6,776","4,885","2,523","1,754","8,515","5,668","3,156","6,515","6,136",1,0,4,0,0,4,0,3,4,7,1,3,4,4,2,7,6,2,7,6,3,7,4,5,5
x93,"2,025","4,057","4,092","46,3","1,766","7,964","6,977","6,2",431,"3,517","6,238","7,109","1,785","7,287","2,2","7,043","1,609","1,537","4,468","90,3","9,834","7,582","6,435","2,445","4,799",1,8,2,8,6,0,4,6,1,0,8,0,1,4,6,2,6,2,1,6,7,3,8,0,5
x94,"5,123","3,071","82,7","6,152","7,135","5,646","7,446","9,672","3,574","4,593","7,322","6,937","1,127","5,202","5,585","9,766","6,676","6,025","3,881","22,2","21,3","3,968","2,949","2,286","9,213",0,7,4,4,8,1,4,7,3,4,7,4,0,0,0,4,5,6,0,1,7,8,7,2,0
x95,"5,427","8,617","7,687","1,816","6,328","2,159","2,239","9,759","8,351",60,"1,015","1,884",889,"2,7","4,607","1,901","4,964","2,381","5,121","6,996","4,389","2,398","9,772","7,079","81,2",1,1,3,6,0,8,7,0,5,8,4,1,2,8,2,8,7,6,1,5,8,7,1,6,8
x96,"7,993","8,756","4,976","9,505","2,225","35,3",925,197,"1,088","7,588","5,271","6,705","2,969","3,264","3,799","24,3",464,"5,096","3,315","6,017","7,888","5,972","3,202","7,648",509,6,8,2,8,6,6,5,1,8,5,3,3,0,3,1,0,5,0,1,3,6,7,3,0,6
x97,"2,086","3,324","74,4","2,289","4,099","2,306","1,027","4,745","68,6","5,129","4,532",764,"8,919","6,867","0,87","5,255",971,"3,257","9,122","6,134","8,882","1,464","5,352","8,584",165,0,4,4,0,1,1,8,8,6,5,6,5,6,0,2,3,8,7,1,7,7,3,5,6,4
x98,"4,226","5,076","8,664","3,707","9,044","2,368","19,6","5,498","9,998",704,"1,054","8,372","9,978","3,776","49,9",722,"1,276","5,138",201,921,"5,939","7,783","9,465","3,578","9,461",0,7,8,1,3,6,7,5,2,0,4,1,4,6,7,4,6,0,2,1,4,0,6,2,7
x99,"38,8","9,803","1,231","8,241","7,043","2,503","4,662","3,784","1,914","7,442","2,185","8,336","5,484","3,496","2,911","4,908","9,512","4,055","9,731","77,9","4,452",662,"1,533","6,491","2,141",3,0,4,1,0,5,0,1,0,7,6,5,6,2,4,7,3,6,1,4,4,6,1,3,3
x100,"3,701","7,931","7,036",465,"1,324","5,684","5,282","4,179","3,159","1,612","96,8",678,"5,233","6,068","9,934","13,1","4,149","9,406","6,248","6,828","8,131","4,748","2,897","60,2","2,109",4,4,7,0,8,0,0,5,0,8,1,6,0,7,0,1,8,4,4,7,5,0,5,5,2
x101,"2,777","3,659","2,006",112,"1,709","2,816","3,272","9,416","4,735","1,578","2,788","9,637","1,836","5,045","1,039","8,5","18,2","7,418","4,115","2,424","6,997","8,409","4,253","5,059","4,462",0,6,5,3,5,5,0,4,8,6,7,1,6,5,4,4,5,0,7,2,5,0,7,6,6
x102,"5,035","93,4","40,6","8,226","4,151","7,146","4,386","1,852","9,927","2,654",607,"6,367","8,286","9,198","8,713","3,925","7,114","4,219","4,757","6,846","5,533","4,771","0,71","6,621","9,716",0,5,4,7,4,4,4,7,0,8,0,7,8,5,2,1,1,6,7,8,8,4,7,0,7
x103,87,"1,005","8,135","9,691","4,287","9,692","4,429","2,243","7,969","1,862","4,279","3,748","6,805","12,4","9,306","5,862","5,385","5,377","7,562",933,"2,362","2,359",589,"4,221","8,837",0,3,8,3,7,4,7,1,0,8,1,5,1,7,0,6,0,7,4,7,0,2,3,6,3
x104,"1,307","8,745","80,5",148,"8,197","3,895","5,095","96,9","87,1","7,686","6,746","6,601","9,659","0,74","9,497","64,7","9,763","7,747","2,486","1,616","6,144","3,498","3,124","4,312","2,477",4,7,7,3,4,6,7,1,2,4,0,4,8,0,6,2,4,5,0,1,4,6,6,6,5
x105,"4,729","3,587","6,014","2,487",198,"4,581","6,635",745,"65,4","66,2","8,054","4,031","5,753","9,688","9,886",506,"5,211","1,024","7,187","3,077",488,"1,089","3,389","5,101","1,618",4,6,6,6,1,0,7,6,5,8,1,7,1,4,4,5,0,0,7,1,4,3,6,4,3
x106,"9,744","3,133","6,205","7,085","1,127","7,492","1,858","1,553","7,967","82,9","1,489",482,"9,714","2,517",43,"1,833","3,282","4,234","8,536","4,745","0,32","11,6",855,"9,343","8,344",1,6,7,5,3,1,6,4,0,6,2,8,3,3,7,6,1,3,7,5,8,7,1,3,3
x107,"8,425","3,815",70,"8,983","7,972","6,674","89,5","0,95","6,163","90,9","6,045","5,434","30,3","9,862","5,781","9,455","2,842","8,283","2,711","9,392","7,797","5,585","1,222","4,164","6,758",0,1,4,1,3,3,6,4,0,5,3,7,0,7,6,4,6,3,4,0,3,3,3,8,1
x108,"2,049","87,3","40,7",885,"6,447","6,712","60,7",616,"2,676","6,233","7,404",476,"8,952","54,7","3,276","4,606","3,278","5,826","3,848","9,405","8,065","9,545","6,014","5,947","4,376",4,0,6,8,5,6,4,1,5,8,5,7,4,0,1,5,5,3,0,4,2,4,0,2,3
x109,"8,137","7,339","9,468","9,791","10,9","1,919",30,"1,081","7,281","8,814","4,418","8,881","7,642","8,121","4,748","9,222","4,455","1,701","1,304","51,4","67,2","1,876","4,648","4,254","4,388",3,2,5,8,2,4,7,4,5,3,6,5,8,6,2,7,3,0,4,2,3,2,6,5,8
x110,"4,216","8,154",966,"4,477","1,092","8,303","6,227",177,783,"1,247","6,108","2,609",148,"8,781","96,1","6,388","8,735","5,814","5,353","3,495","3,581","2,415","46,7",127,"6,207",1,4,3,5,0,1,1,8,7,4,4,1,1,0,4,3,4,3,6,0,6,4,8,7,2
x111,"3,307","3,955","8,718","2,212",332,"6,042","79,8","1,374","1,787","5,886","2,132","37,3","4,462","5,264","9,727","8,193","6,695","6,808","9,497","7,451","9,756",257,"2,291","7,402",395,6,0,2,0,4,6,4,7,6,0,8,8,3,3,6,1,3,6,0,2,1,3,7,0,1
x112,"3,089","5,036","2,975","7,691","5,997","8,367","5,685","6,568",382,"8,336","7,642","3,334","5,339","2,496","4,932","1,341","6,776",933,"3,026","4,168","3,119","8,265",231,"73,2","4,717",5,6,3,4,2,6,5,0,7,3,3,0,0,3,7,1,5,2,0,6,3,5,6,5,7
x113,652,"6,537","3,577","6,051","66,1","1,958","0,09",944,"2,412","7,088",974,"7,521","4,082","5,345","2,173","6,586","74,8",67,"8,996","92,7","5,298","7,228","67,6","9,338","5,061",3,8,4,7,1,1,6,2,8,1,0,3,0,2,7,6,1,8,3,3,2,7,2,8,5
x114,"64,2","3,732","1,736","8,729","5,447",484,"7,978","9,183","6,408","8,811","9,944","7,509","5,971","2,912","6,322","5,197","1,647","2,933",804,"8,053",251,"7,487","9,881","3,721","0,03",6,2,2,7,6,0,5,6,6,6,8,7,8,8,2,3,0,8,4,8,7,0,4,3,4
x115,722,"9,213",207,172,"6,737","5,101","1,799","5,987","9,609","7,547",544,"53,1","6,606",375,543,"5,259","1,966","6,079","16,2","8,009","1,073","1,531","6,509",218,"5,717",1,1,7,7,6,6,3,4,8,3,3,7,7,5,7,6,1,0,3,8,0,2,6,1,6
x116,"5,434","1,813","2,724","6,474","2,224","2,687","9,148","4,745","8,964","8,118","7,366","4,418",144,"8,129","3,101","9,169","89,8","2,262","3,259","1,769","7,938","7,864","1,324","72,5","9,515",4,7,1,8,5,7,2,3,4,3,3,2,4,7,4,6,1,2,7,3,4,2,1,7,6
x117,"1,006","2,604","8,123","9,571","3,275","90,4","8,483",3,"8,447","0,83","5,7","5,858","8,457","1,997","0,69","53,8","6,979","9,016","9,252","3,586","8,317","9,731","2,969","9,757","7,379",2,6,2,3,5,4,8,5,6,2,3,1,8,0,7,0,3,2,1,3,3,2,6,2,3
x118,"45,5","2,917","6,352","9,395","1,196","5,555","4,444","3,166","2,787","2,438","2,438","2,438","1,484","8,224",931,"4,075","6,413",642,"9,949","8,279","4,629",836,"7,978","86,2","0,12",7,7,4,3,8,6,3,5,4,4,0,6,5,5,5,5,8,7,7,0,2,6,5,1,7
x119,"7,796","5,816","2,517","7,513","2,276","3,654","7,783","5,422",96,"2,6","1,077","9,896","6,735","7,249","5,081",444,"9,434","8,835","9,935","5,602","8,827","7,496","9,235","4,602","3,576",7,3,7,7,6,0,2,1,7,1,5,6,8,3,2,0,8,3,7,8,3,8,2,7,1
x120,"6,744","4,043","5,006","7,622","4,544","7,937","1,365","8,7","5,736","9,987","1,882","8,947","3,542","9,782","9,205","5,729","7,392",171,"1,501","3,372","5,717","6,969","0,02",708,"8,713",1,5,2,2,1,0,8,0,2,5,2,4,1,6,3,1,4,4,0,0,7,8,3,2,1
x121,"2,561","1,774","5,8","2,022","8,729","4,053","8,851","8,346","49,5",61,"5,462","3,699","5,253","1,278","13,4","5,657","5,952",895,"5,567","4,037","3,373",826,"2,921","8,414","2,368",2,4,6,2,7,2,2,0,0,7,1,7,7,0,2,8,1,4,6,0,8,6,5,8,0
x122,"7,124","7,107","8,245","9,096","8,837","3,805","1,315","56,6","43,9","5,744","3,046","8,858",358,"27,4","9,226","88,9","2,754","2,196","7,644","4,745","4,428","9,034",767,"4,928","1,103",7,5,3,5,5,0,4,6,4,0,1,2,6,6,7,0,3,1,2,7,0,3,0,6,2
x123,"8,392","8,752","6,888","6,493","1,133","8,331","1,609","2,989","9,699",108,"5,706","47,9",842,"1,015","4,367","6,256","3,336","1,935","9,204","6,208","8,271","48,3",178,"5,132","4,893",8,6,4,3,2,5,7,8,6,2,3,4,0,2,7,2,7,4,6,4,7,0,6,5,2
x124,"9,384","3,273","3,051",371,"2,599","1,423","4,591","1,733","6,616","91,4","9,601","2,185","5,933","5,945","8,985","74,5",953,"4,634","2,972","8,414","7,525","9,106","2,3","3,407","9,898",5,7,6,0,3,8,5,1,3,1,4,0,8,5,6,4,3,6,2,5,8,3,3,1,4
x125,"9,365","11,2","8,609","8,337","5,882","9,358","9,659","1,529","3,149","22,7","8,422","3,811","2,607","5,735","8,747","3,041","6,779","13,6","9,101","5,889",834,"4,058","4,936","9,793","3,766",3,3,6,6,1,0,2,0,6,8,4,2,1,6,5,0,4,0,3,7,0,0,6,7,5
x126,"7,936","9,296","2,427","8,838","0,93","8,506","9,999","8,098","5,738",835,"2,127","2,824","6,278","9,962","8,533","8,692","7,816","6,347","4,722","5,171","2,328",488,"5,033","1,056","5,649",1,0,8,4,2,5,8,0,2,1,4,2,7,3,4,4,8,7,8,4,2,5,8,0,4
x127,"81,3","1,063","5,297","84,9","4,817","3,498","4,052","4,669","7,434","1,388","81,6","1,619","3,509","2,315","7,943","6,004","4,039","3,797","7,769","3,351",707,"5,736","70,6","4,744","1,094",6,2,8,4,5,4,0,8,2,5,0,0,4,1,2,2,5,1,8,4,6,7,1,5,3
x128,328,"6,175","6,642","7,479","1,736","2,982","8,442","2,596","3,229","2,348","8,459","6,279","2,826","59,1","7,222","7,591","16,6","1,459","13,9",367,"5,579","9,499","4,963","6,833","9,821",6,6,8,5,4,8,1,0,3,4,6,3,0,2,3,5,0,5,7,8,0,5,1,8,5
x129,"37,1","7,988","6,615",776,"4,776","9,615","2,164","5,167","3,942","7,292","9,186","5,996","51,5","9,213","6,505",495,"6,644","2,237","6,968","2,698","9,149","4,018","5,041","5,544","5,826",5,3,2,4,6,2,7,6,1,2,6,5,8,6,7,7,7,0,4,0,7,3,8,6,8
x130,"4,172","9,335","1,791","3,142","2,801","8,338","1,562","5,208","8,797","7,656","2,555","3,606","7,709","4,842","2,114","3,697","4,107","8,6","1,042","2,903","1,866","9,743","3,343","1,972","2,084",5,7,5,3,5,6,4,5,6,5,4,2,6,0,0,0,4,4,8,8,4,1,1,8,7
x131,"9,878","8,045","4,422","3,075","6,782","5,231","9,623",545,"1,134","94,7","1,091","7,434","9,403","8,964","7,267",969,"1,794","15,5","8,462","8,542","6,954","2,227","8,245","3,768","8,345",1,6,0,1,7,8,6,5,2,4,2,4,7,6,0,4,4,1,2,4,3,1,2,5,8
x132,"2,955","4,129","96,8","4,714","5,877","9,265","9,434","5,779","1,592","5,225","7,916","3,825","2,399","5,048",994,"9,031","3,004","7,028","5,856","6,068","76,3","7,581","2,758","6,811","6,572",5,1,0,6,0,5,5,6,1,6,1,2,1,7,0,3,1,0,3,4,4,1,5,3,0
x133,"2,563","6,956","3,383","6,891","1,405","5,838","4,044","9,216","1,331","3,158","8,299","2,628","7,918","4,223",138,"3,782","33,6","0,56","5,051","3,086","11,1","6,842","37,4","6,7","4,316",4,5,2,2,8,5,7,5,7,5,2,4,8,5,6,2,5,4,1,7,8,4,7,7,3
x134,"9,499","1,926","5,801","94,6","4,801","27,6","7,234","4,205","2,769","8,593","7,492","8,728","1,927","4,075","4,148","54,9","6,247","8,301","4,666","9,152","9,822","1,538","4,642","2,439","7,115",7,0,2,3,4,0,6,2,8,7,6,7,6,3,1,3,5,5,1,7,4,0,8,3,5
x135,"6,496","8,719","8,802","5,383","4,028","9,892","8,907","8,182","1,506","2,492","6,479","6,542","8,737","3,145","0,13",897,"3,569","4,752","7,418","6,816","9,487","6,143","8,707","4,087","1,564",3,2,3,0,5,1,6,0,1,8,4,8,0,1,8,7,1,4,2,8,5,8,4,4,2
x136,"2,003","1,492","4,597","2,866","6,413","3,493","9,904",159,966,"2,708","4,108","2,293","3,458","7,123","89,4","8,775","6,073","90,2","3,034","4,632","7,168","8,291",34,"7,673","1,593",3,1,6,0,6,1,8,1,1,2,4,4,7,8,7,8,8,3,2,6,4,0,1,8,6
x137,"9,761",6,"96,2","7,026","1,686","6,936","8,647","2,489","21,6","2,141","3,285",687,"4,276","6,077","6,987","3,889","8,167","4,876","4,507","2,463","3,172","6,382","8,863","7,339",346,2,6,5,5,2,4,3,2,0,4,1,4,7,3,4,2,4,3,0,6,0,0,4,5,5
x138,456,909,"8,353","2,591","6,109","6,534","8,145","1,245","6,547","9,146","2,823","6,964","1,258",471,"4,908","1,033","8,762","9,896","5,607","9,837","9,475","9,1",226,"1,864","4,372",3,6,4,3,1,6,8,1,5,6,5,0,6,3,5,7,4,2,8,3,7,3,1,2,3
x139,"5,693","5,088","15,8","6,848","7,939","1,766","7,532",456,"5,038","7,537",745,408,68,"2,633","9,518","8,853","95,1","3,159","2,631","5,726","3,744","5,687","0,82","8,426","5,238",7,4,8,2,7,0,3,5,5,4,2,3,0,0,5,7,3,1,3,5,5,4,8,4,5
x140,"13,1","1,208","7,771",684,"1,175","6,127","1,531","9,934",181,"6,696","5,553","5,438",959,"9,648","3,722","3,015","3,478","1,253",985,234,"7,305","2,226","5,742","4,667","5,901",7,8,2,4,4,5,4,6,6,6,6,7,6,6,6,6,7,8,4,6,2,3,6,4,8
x141,"1,775","8,953","5,3","5,838","3,035","29,1","6,162",739,"5,072","8,833","2,329","2,157","8,121","6,716","4,818","7,343","9,115",937,"1,436","8,141","0,48","2,831","8,431","7,017","4,7",0,7,3,6,5,0,7,1,6,8,5,8,0,3,7,2,5,4,8,2,0,6,0,1,2
x142,"3,614",691,"3,147","7,473","2,244","6,524","3,528","2,6","6,3","8,434","2,632","7,257","8,094","9,288","7,783","6,3","6,475",521,"8,402","6,385","8,131","7,1","6,543","4,862","7,896",6,5,7,0,3,2,3,2,1,6,5,6,2,6,4,1,2,3,1,8,6,2,7,7,7
x143,"2,467","9,158","58,1","4,337","9,327","80,9","9,628","2,907","95,6",588,"4,454","4,071","3,892","9,238","6,8","2,924","6,781","3,145",192,"5,649","5,543","68,3","3,607","8,566","3,321",3,6,0,8,7,7,7,7,7,4,6,6,8,5,6,5,5,8,6,8,0,0,0,7,7
x144,"1,142","3,025","9,068","3,038","2,078","6,486","1,832","4,162","4,202","6,343","8,658","5,145","3,718","4,438","1,384","1,421","5,763",901,"2,219","59,3","8,968","5,258","4,979","0,53","7,301",2,2,4,3,8,3,3,1,0,4,3,7,7,5,0,0,3,7,4,0,1,7,3,7,3
x145,"8,156","99,6","1,145","83,5","0,61","42,3",804,"1,713","5,669","9,424","6,757","8,177","8,541","7,728","1,678",642,"2,204","8,929","5,675","8,671","4,464","4,912","2,622","4,894","7,845",4,5,1,2,1,0,8,6,2,4,8,2,6,4,7,2,6,7,2,7,5,6,0,5,3
x146,"4,219","4,786","6,366","9,844","1,863","69,3","6,559","8,677","3,043","29,2","7,625","4,584",748,19,"3,636","1,764","90,1","5,416",11,"8,404","8,559","5,626","15,4","6,667","0,92",0,2,8,5,3,7,7,5,7,2,3,7,1,1,1,1,4,4,0,6,7,1,2,6,8
x147,"75,4","6,359","7,044","3,943","4,801","24,1","1,819","7,865","7,822",218,"4,114","7,421",394,"4,478","2,819",999,"7,945","4,075","1,925","77,3","18,1","3,994","4,803","6,231","6,022",5,5,3,5,6,4,8,2,6,7,8,4,7,7,8,0,5,7,4,8,4,5,1,3,1
x148,"8,079","4,575","5,246",491,"3,806","7,595","9,451","9,198","6,812","7,774","8,768",26,"2,997","1,6","2,241","49,8","5,736","3,745",302,"3,583","4,053","8,908","5,558","7,417",187,0,8,0,4,6,2,0,3,7,8,3,4,0,4,2,8,1,4,1,0,4,8,6,1,4
x149,"4,111","2,425","9,383","46,9",18,375,"9,446","4,951","4,597","8,024","9,043",405,"2,738","4,8","6,002","69,5","8,481","1,163","9,043","6,452",365,"1,328","7,651","4,187","0,91",8,5,3,3,2,7,4,5,6,7,8,7,5,3,5,8,6,2,7,7,2,1,6,5,6
x150,"6,731",70,"7,265","7,593","2,138","4,448",893,"3,148","8,176","74,3","63,6","1,323",432,"38,2","4,337","5,642","7,002","2,869","4,367",839,"9,125","2,756","8,276","4,012","5,979",5,7,6,4,0,4,8,2,8,6,6,3,8,6,4,6,0,5,7,8,8,2,2,6,3
x151,566,"7,312","1,421","7,062","92,4","5,189","9,402",191,"9,223","7,254","4,181","7,055","7,914","8,054","3,507","6,067","6,149","2,891","7,247","7,372","6,588","2,744","1,771",746,"5,973",0,0,1,0,6,2,7,4,5,4,8,7,6,4,2,2,3,8,7,1,1,3,5,1,2
x152,"6,757",762,"5,286","1,114","8,822",69,"9,998","16,3","8,562","2,126","5,234","9,166","7,217","4,552","7,712","77,5","80,2","4,894","5,382","31,7","1,522",894,798,"7,386","7,025",8,3,6,1,4,5,3,2,7,1,2,4,4,5,8,6,3,2,1,3,5,4,3,2,1
x153,"5,138","5,523","69,7","7,196","2,396","36,9","7,898","1,327","7,506","2,591","1,451","8,626","4,037","9,244","3,684","3,816","2,558","6,888","45,4","9,838","3,981",478,"36,3","8,176","5,334",7,2,6,7,7,0,6,8,1,4,8,0,2,3,1,0,7,4,0,7,4,2,6,1,8
x154,"9,479","9,091","9,519",835,"1,797","1,505","1,451","3,973","6,731","8,855","4,435","48,5","8,394","9,306","5,508","2,579","3,523",624,"2,186","3,001","4,573","7,829","3,181","2,161","8,561",5,6,7,4,1,6,4,7,3,1,8,3,0,1,7,2,7,4,6,7,6,6,5,5,8
x155,"1,199","1,503","7,055","3,842","4,738","1,911","6,231","2,134","1,527","4,939","4,105","2,687",587,552,"7,158","18,5","8,364","1,992","6,574","7,037","7,651","87,2","3,625","2,616",476,1,6,6,0,7,7,4,7,1,7,6,8,4,7,0,4,5,1,5,4,0,1,6,4,2
x156,383,"3,316","2,394","8,917","6,505","4,623","2,229","4,933","3,758","4,614","4,995","6,918","9,417","6,256","9,837","73,6","11,4","2,152","6,494","1,848",952,"8,477","6,501",532,"6,241",8,0,4,2,0,3,7,4,7,5,7,2,2,3,5,1,0,1,1,4,3,3,0,1,6
x157,752,"9,467","5,772","1,617","4,478",842,449,"5,279","5,997",538,518,"3,884","14,1","5,545","1,433",447,"8,539",83,"7,812","7,846","3,187","9,262","3,746","7,858","4,999",7,3,3,3,7,7,4,0,6,5,0,3,5,7,4,4,8,6,1,7,6,6,1,8,6
x158,"8,174","7,924","9,079","3,782","6,642","1,911","9,549","1,088","5,063",364,694,"6,351","1,536","2,505","1,308","1,975","5,042","6,971","9,212","7,252","4,941","7,8","8,497","2,324","2,442",2,4,3,2,2,4,5,8,0,7,5,0,0,5,5,7,1,8,6,1,5,1,5,2,1
x159,"3,252","3,098","4,218",922,"9,788","4,241","90,4","8,303","6,577","4,269","2,939","78,8","8,677","7,638","9,984","7,572","2,496",411,"9,776","3,016","7,774","4,733","56,2","5,354","4,115",2,5,0,8,3,2,3,3,5,2,8,8,4,5,5,7,8,3,1,5,4,4,4,4,0
x160,"2,874","2,518","1,524","4,679","8,454","3,369","7,1","8,095","1,147","5,225","9,418","9,022","8,064","1,096","4,823","14,9","5,394","3,908","4,521","6,972","4,509","5,237","7,793","8,275","6,204",8,5,6,7,0,3,5,4,1,7,2,6,5,3,6,4,4,7,8,3,7,0,5,6,1
x161,"5,325","3,008","9,985","7,463","5,454","4,349","8,566","1,065",632,"2,887","2,038","8,282","80,9","8,455","5,393","9,922","4,987","2,543","4,959","3,048","3,888","6,252","9,331","4,717","7,033",3,0,8,1,8,1,6,7,2,1,2,0,5,7,7,0,8,6,1,6,8,1,2,6,5
x162,"4,798","1,407","7,336","4,054","1,556",719,"5,931",274,"9,033","4,144","8,708","48,3",764,"1,465","3,143",164,"4,361","5,646","47,1",90,"6,155","2,527","3,002",876,"3,783",8,7,4,6,5,8,4,5,2,8,8,5,3,5,6,8,0,1,7,7,0,4,2,5,0
x163,"3,475","9,796","5,635","6,637","5,406","6,663","5,316","5,498","2,489","8,276","6,653","4,361","2,098","62,6","3,382","7,504","6,338","2,449","7,681","9,013","2,762","5,468","9,986","1,534","57,5",6,7,6,1,5,0,8,2,0,7,1,5,4,4,0,3,7,6,2,8,1,0,3,5,1
x164,"1,827","3,851","7,031","1,746","1,379","1,505","8,239","7,423",1,"8,278","7,012","0,04","6,372","16,4","7,495","2,854","5,125","9,261","6,052","6,655","2,414","1,118","3,086","8,346","11,6",2,8,8,4,8,0,4,0,6,8,0,4,7,7,7,2,4,4,5,4,3,8,6,1,4
x165,"4,469","36,3","9,847","92,4","8,437","7,897","6,824","6,036","4,453","9,022","7,956","3,124","3,593","2,907","7,516","1,683","6,291","7,526","9,7","8,824","2,174","8,252","3,001","7,712","2,651",7,7,8,1,6,7,1,1,5,1,0,8,7,3,0,7,6,3,5,2,1,3,7,8,6
x166,"7,599","9,327","27,2","7,728",639,"9,764","4,816","6,167","3,576",714,484,"31,6","5,291","8,098","53,1","7,684","7,7","3,153","37,9",771,"8,981","8,362","2,193","8,744",172,6,3,3,0,4,4,1,6,8,7,1,7,2,5,6,2,5,2,6,6,5,4,3,0,0
x167,701,"8,049","1,917",53,"6,224","3,809","5,846","2,944","4,691","2,635",894,"8,435","5,668","9,097","1,164","6,985","7,262","5,324","7,529",105,"6,282","8,019",914,"6,811","87,5",7,2,8,2,7,0,6,1,0,4,8,3,1,5,5,1,0,4,1,1,1,1,0,7,6
x168,"5,549","5,544","1,868","2,169","4,932","3,418","4,778","6,326","2,827","7,595","6,139","5,308","2,643","4,841","6,193","7,939","2,834","9,603","5,448","8,111","8,573","7,775",509,"2,859","6,853",4,5,0,6,5,6,0,2,3,6,0,3,7,1,7,8,7,7,8,0,3,7,7,8,3
x169,757,"0,39","14,6","6,895","5,186","2,199","9,962","4,366","7,379","2,925","1,774","5,978","7,434","6,482","1,843","8,353","8,297","1,413","1,759","1,108","7,456",142,"67,9","6,022","1,024",8,1,1,8,0,4,5,5,7,4,1,7,3,4,4,8,4,5,5,5,6,6,0,0,3
x170,"9,869","9,779","5,148","86,9","2,489","7,887","2,056","46,6","2,109","4,424","6,865",323,236,"6,592","9,174","2,427",979,"6,001","12,8","9,151","5,095","8,663","94,4","7,818","6,776",5,2,4,1,4,8,3,1,4,5,7,7,7,6,0,5,6,7,8,7,6,1,1,0,6
x171,"7,827","7,338","8,631","7,797","2,037","4,531","30,9",834,"5,662","3,038","7,903","3,771","7,613","2,071","4,538","88,6","8,846","4,586","5,703","7,822","9,175","8,758","7,438","8,923","8,937",0,6,3,7,7,5,7,8,3,2,7,3,4,4,8,6,7,0,0,5,0,7,8,7,6
x172,"4,755","6,657","8,808","6,819","6,948","9,001","8,463","63,5","4,067","9,054","3,088","4,688","1,073","4,201","3,343","8,305","2,917","4,282","3,846",697,"7,056","2,351","2,618","5,365","3,824",4,0,5,8,7,3,3,4,7,5,0,1,6,6,4,6,0,6,8,2,2,2,3,2,3
x173,"61,9","9,043","3,369","3,997",485,"7,061","9,104","8,592",655,"4,215","2,915","5,864","4,415",678,"3,188","84,3","9,684","3,734","5,182","2,976","3,722","4,299","6,761","2,047","89,9",2,2,8,5,6,7,1,7,3,6,4,8,1,1,8,1,3,6,8,4,2,6,0,0,6
x174,"1,793","8,088","33,6","4,602",829,509,261,"34,3","4,558","2,913","2,569",313,"8,295","4,244","2,029","6,784","9,345","1,355",344,"87,7","6,409","2,914","3,547","2,2","3,907",1,0,6,0,7,6,0,1,4,0,6,4,3,4,0,4,8,3,1,1,6,1,7,5,6
x175,137,"3,425",753,"8,399","1,032","5,307","4,637","3,644","50,2","52,5","7,449","9,483","4,212","9,632","9,179","1,263","4,816","87,7","46,9","0,36",524,"2,658","3,755","7,478","4,368",2,5,4,0,6,0,8,1,5,2,5,1,6,6,3,6,3,2,2,5,2,4,1,8,6
x176,"9,964","4,065",107,"6,422","96,1","2,295","9,605","8,943",46,"6,373","9,815","4,064","6,505",974,"59,9","8,968","1,438","2,128","1,276","2,453","3,557",681,"2,052","1,329","1,555",1,1,6,1,0,3,4,5,4,3,8,8,1,2,5,3,1,1,8,4,2,0,8,6,4
x177,"5,234","1,172","3,252","1,198","5,941","7,131","3,776","4,079","2,967","2,686",66,"7,957","4,888","5,286","8,686",545,"8,607","33,5","4,373","6,844","2,517","3,718","17,3","7,645","2,568",5,4,0,1,8,7,7,7,2,5,7,4,3,8,4,5,2,6,3,2,4,8,0,6,1
x178,696,"5,171","2,397","6,683","8,304","32,4","9,903","1,349","2,429","1,514","2,364",362,"9,715","7,005","1,173","1,918","7,231","3,714","5,356","3,252","5,053",495,"1,964","87,2","2,404",5,6,2,5,1,2,6,5,5,4,5,3,3,8,0,7,3,3,8,1,7,2,8,5,1
x179,"2,614","5,957","7,008","7,077","4,084","2,878","2,721","3,202","9,639","8,928","2,217",43,"8,394","8,037","8,341","3,422","5,956","9,219","6,381","5,652","2,882","9,444","9,872",292,"18,3",4,5,1,8,0,3,2,8,5,1,6,7,1,8,3,8,7,5,7,0,7,2,6,1,2
x180,"4,135","4,223","3,896","3,401","5,746","4,621","2,356","2,568","7,496",606,"6,635","9,686","70,7","5,303","5,479","48,6","8,957","2,576","4,648","6,995",206,"3,492","8,142","1,941","9,149",1,7,6,0,7,0,2,8,4,3,8,3,7,8,1,7,7,6,1,0,4,2,3,6,6
